"","State","Psychotherapy","Electroconvulsive","Substance Abuse","Emergency","Alzheimer's or Dementia","Eating Disorder","PTSD","Ownership"
"11188","VA","Yes","No","Yes","Yes","No","No","No","Public"
"11189","VA","Yes","No","Yes","No","No","No","No","Private For-Profit"
"11190","VA","Yes","No","Yes","Yes","No","No","No","Public"
"11191","VA","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"11192","VA","Yes","No","No","Yes","Yes","No","Yes","Private For-Profit"
"11193","VA","Yes","No","Yes","No","No","No","Yes","Private For-Profit"
"11194","VA","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"11195","VA","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"11196","VA","Yes","No","No","No","No","No","Yes","Private For-Profit"
"11197","VA","Yes","No","Yes","No","No","Yes","Yes","Private For-Profit"
"11198","VA","Yes","No","Yes","No","No","No","No","Private For-Profit"
"11199","VA","No","No","Yes","No","No","No","No","Private For-Profit"
"11200","VA","No","No","Yes","Yes","No","No","No","Private For-Profit"
"11201","VA","Yes","No","Yes","Yes","No","No","No","Public"
"11202","VA","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"11203","VA","Yes","No","Yes","No","No","No","No","Public"
"11204","VA","Yes","No","No","No","No","No","No","Public"
"11205","VA","Yes","No","Yes","Yes","No","No","No","Public"
"11206","VA","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"11207","VA","Yes","No","No","No","No","No","No","Private Non-Profit"
"11208","VA","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"11209","VA","Yes","No","No","No","No","No","No","Private For-Profit"
"11210","VA","Yes","No","Yes","No","No","Yes","Yes","Private For-Profit"
"11211","VA","Yes","No","No","No","No","No","No","Private For-Profit"
"11212","VA","Yes","No","Yes","No","No","No","Yes","Public"
"11213","VA","No","No","No","No","No","No","No","Private Non-Profit"
"11214","VA","Yes","No","Yes","Yes","No","No","No","Private For-Profit"
"11215","VA","Yes","No","Yes","No","No","No","Yes","Public"
"11216","VA","Yes","No","Yes","Yes","No","No","No","Public"
"11217","VA","Yes","No","No","No","No","No","Yes","Private For-Profit"
"11218","VA","Yes","No","Yes","Yes","No","No","Yes","Public"
"11219","VA","Yes","No","Yes","Yes","No","No","No","Public"
"11220","VA","Yes","No","Yes","No","No","No","Yes","Public"
"11221","VA","Yes","No","Yes","No","No","No","Yes","Private For-Profit"
"11222","VA","Yes","No","Yes","No","No","Yes","Yes","Private Non-Profit"
"11223","VA","Yes","No","No","No","No","No","No","Private For-Profit"
"11224","VA","Yes","No","Yes","No","No","No","Yes","Private For-Profit"
"11225","VA","Yes","No","Yes","Yes","No","No","No","Public"
"11226","VA","Yes","No","Yes","Yes","No","No","No","Public"
"11227","VA","Yes","No","No","No","No","No","No","Public"
"11228","VA","Yes","No","Yes","No","No","No","No","Public"
"11229","VA","Yes","No","Yes","Yes","No","No","No","Public"
"11230","VA","Yes","No","Yes","Yes","No","No","Yes","Public"
"11231","VA","No","No","No","No","No","No","No","Private Non-Profit"
"11232","VA","No","No","Yes","No","No","No","No","Public"
"11233","VA","Yes","No","Yes","Yes","No","No","Yes","Public"
"11234","VA","Yes","No","Yes","Yes","No","No","Yes","Public"
"11235","VA","No","No","No","No","No","No","No","Private For-Profit"
"11236","VA","Yes","No","Yes","No","No","Yes","Yes","Private For-Profit"
"11237","VA","No","No","Yes","Yes","No","No","No","Public"
"11238","VA","Yes","No","No","No","No","No","No","Private Non-Profit"
"11239","VA","Yes","No","Yes","Yes","No","No","Yes","Public"
"11240","VA","Yes","No","Yes","No","No","No","No","Private For-Profit"
"11241","VA","Yes","No","Yes","No","No","No","Yes","Public"
"11242","VA","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"11243","VA","Yes","No","Yes","Yes","No","No","No","Public"
"11244","VA","Yes","No","No","No","No","No","No","Private For-Profit"
"11245","VA","Yes","No","Yes","No","No","No","No","Public"
"11246","VA","Yes","No","No","No","No","No","Yes","Private For-Profit"
"11247","VA","Yes","No","Yes","No","No","No","Yes","Private For-Profit"
"11248","VA","Yes","No","Yes","No","No","No","No","Private For-Profit"
"11249","VA","Yes","No","No","No","No","Yes","Yes","Private For-Profit"
"11250","VA","Yes","No","No","No","Yes","No","Yes","Public"
"11251","VA","Yes","No","Yes","No","No","No","No","Public"
"11252","VA","Yes","No","No","No","No","No","No","Private Non-Profit"
"11253","VA","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"11254","VA","Yes","No","Yes","No","No","No","No","Public"
"11255","VA","Yes","No","No","No","No","No","No","Private Non-Profit"
"11256","VA","Yes","No","Yes","No","No","No","No","Public"
"11257","VA","Yes","No","No","No","No","No","No","Public"
"11258","VA","Yes","No","Yes","No","No","No","Yes","Public"
"11259","VA","Yes","No","Yes","No","No","No","No","Public"
"11260","VA","Yes","No","Yes","Yes","No","No","No","Private For-Profit"
"11261","VA","Yes","No","Yes","Yes","No","No","No","Public"
"11262","VA","Yes","No","Yes","Yes","No","No","Yes","Public"
"11263","VA","No","No","Yes","No","No","No","No","Public"
"11264","VA","No","No","Yes","Yes","No","No","Yes","Public"
"11265","VA","Yes","No","Yes","No","No","No","No","Public"
"11266","VA","Yes","No","Yes","No","No","No","No","Public"
"11267","VA","Yes","No","Yes","No","No","Yes","Yes","Private For-Profit"
"11268","VA","Yes","No","Yes","No","No","No","No","Public"
"11269","VA","Yes","No","Yes","Yes","No","No","No","Public"
"11270","VA","No","No","No","No","No","No","No","Public"
"11271","VA","No","No","No","No","No","No","No","Public"
"11272","VA","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"11273","VA","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"11274","VA","No","No","No","No","No","No","No","Private Non-Profit"
"11275","VA","Yes","No","Yes","No","No","No","No","Private For-Profit"
"11276","VA","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"11277","VA","Yes","No","Yes","No","No","Yes","Yes","Public"
"11278","VA","Yes","No","Yes","No","No","No","Yes","Public"
"11279","VA","Yes","No","Yes","No","No","No","No","Public"
"11280","VA","Yes","No","Yes","No","No","No","No","Private For-Profit"
"11281","VA","Yes","No","Yes","Yes","No","No","Yes","Public"
"11282","VA","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"11283","VA","Yes","No","No","No","No","No","No","Public"
"11284","VA","Yes","No","No","Yes","No","No","Yes","Private Non-Profit"
"11285","VA","No","No","Yes","No","No","No","Yes","Public"
"11286","VA","No","No","No","No","No","No","No","Public"
"11287","VA","No","No","No","No","No","No","No","Public"
"11288","VA","Yes","No","Yes","No","No","No","No","Public"
"11289","VA","Yes","No","Yes","Yes","No","No","No","Public"
"11290","VA","Yes","No","No","No","No","No","No","Private For-Profit"
"11291","VA","Yes","No","Yes","No","No","No","No","Public"
"11292","VA","Yes","No","No","No","No","No","No","Public"
"11293","VA","Yes","No","Yes","No","Yes","Yes","Yes","Private For-Profit"
"11294","VA","Yes","Yes","Yes","No","No","No","No","Private Non-Profit"
"11295","VA","Yes","Yes","No","No","No","No","No","Private Non-Profit"
"11296","VA","Yes","No","Yes","Yes","No","No","No","Public"
"11297","VA","Yes","No","No","No","No","No","Yes","Private For-Profit"
"11298","VA","No","No","Yes","No","No","No","No","Public"
"11299","VA","Yes","No","Yes","No","No","Yes","Yes","Public"
"11300","VA","Yes","No","Yes","Yes","No","No","No","Public"
"11301","VA","Yes","No","No","No","No","No","No","Private For-Profit"
"11302","VA","Yes","No","Yes","Yes","No","No","No","Public"
"11303","VA","Yes","No","No","No","No","No","No","Private For-Profit"
"11304","VA","Yes","No","Yes","No","No","No","No","Public"
"11305","VA","Yes","No","No","No","No","No","No","Private For-Profit"
"11306","VA","No","No","Yes","Yes","No","No","Yes","Public"
"11307","VA","No","No","No","No","No","No","No","Private For-Profit"
"11308","VA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"11309","VA","Yes","No","No","No","No","No","Yes","Private For-Profit"
"11310","VA","Yes","No","No","No","No","Yes","No","Private For-Profit"
"11311","VA","Yes","No","Yes","Yes","No","No","No","Public"
"11312","VA","No","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"11313","VA","Yes","No","Yes","No","No","No","No","Public"
"11314","VA","Yes","No","Yes","Yes","No","No","Yes","Public"
"11315","VA","Yes","No","No","No","No","No","No","Private For-Profit"
"11316","VA","Yes","No","Yes","No","No","No","Yes","Public"
"11317","VA","Yes","No","Yes","No","No","No","No","Private For-Profit"
"11318","VA","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"11319","VA","Yes","No","No","Yes","No","No","Yes","Public"
"11320","VA","Yes","No","No","Yes","Yes","No","Yes","Public"
"11321","VA","Yes","No","Yes","No","No","No","No","Private For-Profit"
"11322","VA","Yes","No","No","No","No","No","No","Private For-Profit"
"11323","VA","Yes","No","Yes","Yes","No","No","Yes","Public"
"11324","VA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"11325","VA","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"11326","VA","Yes","No","Yes","No","No","No","Yes","Private For-Profit"
"11327","VA","Yes","Yes","Yes","Yes","Yes","No","Yes","Public"
"11328","VA","Yes","No","Yes","No","No","No","No","Private For-Profit"
"11329","VA","Yes","No","Yes","No","No","Yes","Yes","Private Non-Profit"
"11330","VA","Yes","No","Yes","No","No","No","No","Public"
"11331","VA","Yes","No","Yes","No","No","No","No","Private For-Profit"
"11332","VA","Yes","No","No","No","No","No","No","Public"
"11333","VA","Yes","No","Yes","Yes","No","No","No","Public"
"11334","VA","Yes","No","Yes","No","No","Yes","Yes","Private For-Profit"
"11335","VA","Yes","No","Yes","Yes","No","No","No","Public"
"11336","VA","No","No","No","Yes","No","No","No","Public"
"11337","VA","Yes","No","Yes","Yes","No","No","Yes","Public"
"11338","VA","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"11339","VA","Yes","No","Yes","No","No","Yes","Yes","Private For-Profit"
"11340","VA","Yes","No","No","No","No","No","No","Private For-Profit"
"11341","VA","Yes","No","No","No","No","No","Yes","Private For-Profit"
"11342","VA","Yes","Yes","Yes","No","Yes","No","Yes","Private Non-Profit"
"11343","VA","Yes","No","Yes","Yes","No","No","Yes","Public"
"11344","VA","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"11345","VA","No","No","No","No","No","No","No","Private For-Profit"
"11346","VA","Yes","No","Yes","Yes","No","No","Yes","Public"
"11347","VA","Yes","No","Yes","No","No","No","No","Private For-Profit"
"11348","VA","Yes","No","No","No","No","No","Yes","Private For-Profit"
"11349","VA","Yes","No","No","No","No","No","Yes","Private For-Profit"
"11350","VA","Yes","No","Yes","No","No","No","Yes","Private For-Profit"
"11351","VA","Yes","No","Yes","No","No","No","Yes","Private For-Profit"
"11352","VA","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"11353","VA","Yes","No","Yes","Yes","No","No","No","Private For-Profit"
"11354","VA","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"11355","VA","Yes","No","Yes","No","No","No","No","Public"
"11356","VA","Yes","No","Yes","Yes","No","No","Yes","Private For-Profit"
"11357","VA","Yes","No","Yes","No","No","No","Yes","Public"
"11358","VA","Yes","No","No","Yes","No","Yes","Yes","Private Non-Profit"
"11359","VA","Yes","Yes","Yes","No","Yes","Yes","Yes","Private Non-Profit"
"11360","VA","Yes","No","No","No","No","No","No","Public"
"11361","VA","No","No","Yes","Yes","No","No","No","Public"
"11362","VA","Yes","No","No","No","No","No","No","Public"
"11363","VA","Yes","No","Yes","No","No","No","No","Public"
"11364","VA","Yes","No","Yes","No","No","No","No","Public"
"11365","VA","Yes","No","No","No","No","No","No","Private For-Profit"
"11366","VA","Yes","No","Yes","Yes","No","No","No","Public"
"11367","VA","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"11368","VA","Yes","No","No","No","Yes","No","Yes","Public"
"11369","VA","Yes","No","Yes","No","No","No","No","Public"
"11370","VA","Yes","No","Yes","No","No","No","No","Public"
"11371","VA","Yes","No","Yes","Yes","No","No","No","Public"
"11372","VA","Yes","Yes","Yes","No","No","No","No","Public"
"11373","VA","Yes","Yes","No","Yes","No","No","Yes","Private Non-Profit"
"11374","VA","No","No","Yes","Yes","No","No","No","Private For-Profit"
"11375","VA","Yes","Yes","Yes","Yes","No","No","No","Private Non-Profit"
"11376","VA","Yes","No","Yes","No","No","No","No","Public"
"11377","VA","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"11378","VA","Yes","No","Yes","No","No","No","Yes","Private For-Profit"
"11379","VA","Yes","No","Yes","Yes","No","No","Yes","Public"
"11380","VA","Yes","No","Yes","No","No","No","No","Public"
"11381","VA","Yes","No","Yes","No","No","No","Yes","Private For-Profit"
"11382","VA","Yes","Yes","Yes","No","No","No","No","Private Non-Profit"
"11383","VA","Yes","No","Yes","No","No","No","No","Public"
"11384","VA","Yes","No","No","No","No","No","No","Private Non-Profit"
"11385","VA","Yes","No","Yes","No","No","No","No","Private For-Profit"
"11386","VA","Yes","No","Yes","No","No","No","No","Private For-Profit"
"11387","VA","Yes","Yes","Yes","No","No","No","No","Private For-Profit"
"11388","VA","No","Yes","Yes","Yes","Yes","Yes","Yes","Public"
"11389","VA","Yes","No","Yes","Yes","No","No","No","Public"
"11390","VA","Yes","No","No","No","No","No","Yes","Private For-Profit"
"11391","VA","Yes","No","Yes","No","No","No","No","Public"
"11392","VA","Yes","No","Yes","Yes","No","No","No","Public"
"11393","VA","Yes","No","Yes","No","No","No","No","Public"
"11394","VA","Yes","No","Yes","Yes","No","No","No","Public"
"11395","VA","Yes","No","Yes","Yes","No","No","No","Public"
"11396","VA","No","No","Yes","No","No","No","No","Private Non-Profit"
"11397","VA","Yes","No","Yes","No","No","No","No","Public"
"11398","VA","No","No","Yes","No","No","No","No","Public"
"11399","VA","Yes","No","Yes","No","No","No","No","Public"
"11400","VA","Yes","No","Yes","Yes","No","No","Yes","Private For-Profit"
"11401","VA","Yes","No","Yes","No","No","No","Yes","Public"
"11402","VA","No","No","Yes","No","No","No","No","Public"
"11403","VA","Yes","No","Yes","Yes","No","No","Yes","Public"
"11404","VA","Yes","No","No","No","No","No","No","Private For-Profit"
"11405","VA","Yes","No","Yes","Yes","Yes","No","Yes","Private For-Profit"
"11406","VA","Yes","Yes","No","Yes","No","No","No","Private Non-Profit"
"11407","VT","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"11408","VT","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"11409","VT","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"11410","VT","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"11411","VT","Yes","No","Yes","Yes","No","No","Yes","Public"
"11412","VT","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"11413","VT","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"11414","VT","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"11415","VT","Yes","No","No","No","No","No","No","Private For-Profit"
"11416","VT","Yes","No","Yes","Yes","No","No","Yes","Public"
"11417","VT","No","No","No","No","No","No","No","Private Non-Profit"
"11418","VT","No","No","No","No","No","No","No","Private Non-Profit"
"11419","VT","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"11420","VT","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"11421","VT","No","No","No","No","No","No","No","Private Non-Profit"
"11422","VT","No","No","No","No","No","No","No","Private Non-Profit"
"11423","VT","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"11424","VT","Yes","No","No","No","No","No","No","Private Non-Profit"
"11425","VT","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"11426","VT","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"11427","VT","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"11428","VT","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"11429","VT","Yes","No","No","No","No","No","No","Private Non-Profit"
"11430","VT","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"11431","VT","Yes","No","No","No","No","No","Yes","Public"
"11432","VT","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"11433","VT","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"11434","VT","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"11435","VT","Yes","No","No","No","No","No","No","Private For-Profit"
"11436","VT","Yes","No","No","No","No","No","No","Private For-Profit"
"11437","VT","Yes","No","Yes","Yes","No","Yes","Yes","Private Non-Profit"
"11438","VT","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"11439","VT","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"11440","VT","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"11441","VT","Yes","No","Yes","Yes","No","No","Yes","Public"
"11442","VT","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"11443","VT","Yes","No","Yes","Yes","No","No","Yes","Public"
"11444","VT","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"11445","VT","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"11446","VT","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"11447","VT","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"11448","VT","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"11449","VT","Yes","No","No","No","No","No","Yes","Private For-Profit"
"11450","VT","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"11451","VT","Yes","No","No","No","No","No","No","Private Non-Profit"
"11452","VT","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"11453","VT","Yes","No","Yes","No","No","Yes","Yes","Public"
"11454","VT","Yes","No","No","Yes","No","No","Yes","Private Non-Profit"
"11455","VT","Yes","Yes","No","Yes","No","No","No","Private Non-Profit"
"11456","VT","Yes","No","No","No","No","No","No","Public"
"11457","VT","Yes","No","No","No","No","No","No","Private Non-Profit"
"11458","VT","Yes","No","No","No","No","No","No","Private Non-Profit"
"11459","VT","Yes","No","No","No","No","Yes","Yes","Private For-Profit"
"11460","VT","Yes","No","No","No","No","No","No","Private For-Profit"
"11461","VT","No","No","No","No","No","No","No","Private Non-Profit"
"11462","VT","Yes","Yes","No","No","No","Yes","Yes","Private For-Profit"
"11463","VT","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"11464","VT","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"11465","VT","Yes","No","Yes","Yes","No","No","Yes","Public"
"11466","VT","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"11467","VT","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"11468","VT","Yes","No","No","No","No","No","No","Private Non-Profit"
"11469","VT","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"11470","VT","Yes","Yes","Yes","Yes","No","No","Yes","Public"
"11471","VT","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"11472","VT","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"11473","VT","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"11474","VT","No","No","No","No","No","No","No","Private Non-Profit"
"11475","WA","Yes","No","Yes","No","No","No","No","Public"
"11476","WA","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"11477","WA","Yes","No","No","No","No","No","No","Private For-Profit"
"11478","WA","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"11479","WA","No","No","No","Yes","No","No","No","Private For-Profit"
"11480","WA","Yes","No","No","No","No","Yes","Yes","Private Non-Profit"
"11481","WA","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"11482","WA","Yes","No","No","No","No","Yes","Yes","Private For-Profit"
"11483","WA","Yes","No","Yes","No","No","No","Yes","Private For-Profit"
"11484","WA","Yes","No","Yes","No","Yes","Yes","Yes","Public"
"11485","WA","Yes","No","Yes","No","No","No","Yes","Private For-Profit"
"11486","WA","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"11487","WA","Yes","No","No","Yes","No","No","Yes","Private Non-Profit"
"11488","WA","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"11489","WA","Yes","No","No","No","No","No","No","Private Non-Profit"
"11490","WA","Yes","No","Yes","No","No","No","Yes","Public"
"11491","WA","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"11492","WA","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"11493","WA","Yes","No","Yes","Yes","No","No","No","Private For-Profit"
"11494","WA","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"11495","WA","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"11496","WA","Yes","No","Yes","No","No","No","No","Public"
"11497","WA","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"11498","WA","No","No","Yes","No","No","No","No","Private Non-Profit"
"11499","WA","No","No","No","No","No","No","No","Private Non-Profit"
"11500","WA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"11501","WA","Yes","No","No","No","No","No","No","Private Non-Profit"
"11502","WA","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"11503","WA","Yes","No","No","No","No","No","No","Private Non-Profit"
"11504","WA","Yes","No","No","No","No","No","No","Private Non-Profit"
"11505","WA","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"11506","WA","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"11507","WA","Yes","No","No","No","No","No","No","Private For-Profit"
"11508","WA","No","No","Yes","No","No","No","No","Public"
"11509","WA","Yes","No","No","No","No","No","No","Private Non-Profit"
"11510","WA","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"11511","WA","Yes","No","Yes","No","No","Yes","Yes","Private Non-Profit"
"11512","WA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"11513","WA","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"11514","WA","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"11515","WA","Yes","No","No","No","No","No","No","Private Non-Profit"
"11516","WA","Yes","No","No","No","No","No","No","Private Non-Profit"
"11517","WA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"11518","WA","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"11519","WA","Yes","No","No","No","No","No","No","Private Non-Profit"
"11520","WA","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"11521","WA","Yes","No","No","No","No","No","No","Private Non-Profit"
"11522","WA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"11523","WA","Yes","No","No","No","No","No","No","Private Non-Profit"
"11524","WA","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"11525","WA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"11526","WA","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"11527","WA","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"11528","WA","Yes","No","No","No","No","No","No","Private Non-Profit"
"11529","WA","Yes","No","No","No","No","No","No","Private Non-Profit"
"11530","WA","No","No","No","No","No","No","No","Private Non-Profit"
"11531","WA","Yes","No","Yes","No","No","No","Yes","Private For-Profit"
"11532","WA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"11533","WA","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"11534","WA","No","No","No","Yes","No","No","No","Private Non-Profit"
"11535","WA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"11536","WA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"11537","WA","Yes","No","No","No","No","No","No","Private Non-Profit"
"11538","WA","Yes","No","No","No","No","No","No","Private Non-Profit"
"11539","WA","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"11540","WA","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"11541","WA","Yes","No","Yes","Yes","No","No","No","Private For-Profit"
"11542","WA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"11543","WA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"11544","WA","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"11545","WA","No","No","No","No","No","No","No","Private For-Profit"
"11546","WA","Yes","No","Yes","Yes","No","No","No","Public"
"11547","WA","Yes","No","No","No","No","No","No","Public"
"11548","WA","Yes","No","No","Yes","No","No","No","Public"
"11549","WA","Yes","No","No","No","No","No","No","Public"
"11550","WA","Yes","No","No","No","No","No","No","Public"
"11551","WA","Yes","No","No","No","No","No","No","Private Non-Profit"
"11552","WA","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"11553","WA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"11554","WA","Yes","No","No","Yes","No","No","Yes","Private Non-Profit"
"11555","WA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"11556","WA","Yes","No","No","No","No","No","No","Private Non-Profit"
"11557","WA","Yes","No","No","No","No","No","No","Private Non-Profit"
"11558","WA","No","No","No","No","No","No","No","Private Non-Profit"
"11559","WA","Yes","No","Yes","No","No","No","Yes","Public"
"11560","WA","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"11561","WA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"11562","WA","No","No","No","No","No","No","No","Private For-Profit"
"11563","WA","No","No","No","No","No","No","No","Private For-Profit"
"11564","WA","Yes","No","Yes","No","No","No","No","Private For-Profit"
"11565","WA","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"11566","WA","No","No","No","No","Yes","No","No","Private Non-Profit"
"11567","WA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"11568","WA","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"11569","WA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"11570","WA","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"11571","WA","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"11572","WA","Yes","No","No","No","No","No","No","Private For-Profit"
"11573","WA","Yes","No","No","No","No","No","No","Private Non-Profit"
"11574","WA","No","No","Yes","No","No","No","No","Private Non-Profit"
"11575","WA","No","No","No","No","No","No","No","Private Non-Profit"
"11576","WA","Yes","No","Yes","No","No","No","No","Private For-Profit"
"11577","WA","Yes","No","No","No","No","Yes","Yes","Private For-Profit"
"11578","WA","Yes","No","Yes","No","No","No","Yes","Private For-Profit"
"11579","WA","Yes","No","No","No","No","No","No","Private Non-Profit"
"11580","WA","Yes","No","No","No","No","No","No","Private Non-Profit"
"11581","WA","Yes","No","Yes","No","No","No","No","Private For-Profit"
"11582","WA","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"11583","WA","Yes","No","No","No","No","Yes","Yes","Private Non-Profit"
"11584","WA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"11585","WA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"11586","WA","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"11587","WA","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"11588","WA","Yes","No","Yes","No","No","Yes","No","Private For-Profit"
"11589","WA","Yes","No","Yes","No","Yes","Yes","Yes","Private Non-Profit"
"11590","WA","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"11591","WA","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"11592","WA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"11593","WA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"11594","WA","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"11595","WA","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"11596","WA","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"11597","WA","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"11598","WA","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"11599","WA","Yes","No","No","No","No","No","No","Private Non-Profit"
"11600","WA","Yes","No","Yes","No","No","No","No","Private For-Profit"
"11601","WA","Yes","No","Yes","Yes","No","No","No","Private For-Profit"
